genome_name	motility_number	prediction	motile/non-motile/partial
Rhodospirillum_sp.	19	Yes	Motile
Rhodothalassium_salexigens	21	Yes	Motile
Rhodothermaceae_bacterium	0	No	Non-Motile
Rhodothermaeota_bacterium	3	No	Non-Motile
Rhodothermales_bacterium	2	No	Non-Motile
Rhodothermia_bacterium	1	No	Non-Motile
Rhodothermus_marinus	0	No	Non-Motile
Rhodothermus_profundi	22	Yes	Motile
Rhodothermus_sp.	21	Yes	Motile
Rhodovarius_lipocyclicus	20	Yes	Motile
Rhodovarius_sp.	20	Yes	Motile
Rhodovastum_atsumiense	21	Yes	Motile
Rhodovibrio_salinarum	23	Yes	Motile
Rhodovibrio_sodomensis	23	Yes	Motile
Rhodovibrio_sp.	19	Yes	Motile
Rhodovulum_adriaticum	18	Maybe	Possibly Motile
Rhodovulum_bhavnagarense	22	Yes	Motile
Rhodovulum_euryhalinum	19	Yes	Motile
Rhodovulum_imhoffii	17	Maybe	Possibly Motile
Rhodovulum_kholense	16	Maybe	Possibly Motile
Rhodovulum_marinum	18	Maybe	Possibly Motile
Rhodovulum_robiginosum	17	Maybe	Possibly Motile
Rhodovulum_sp.	17	Maybe	Possibly Motile
Rhodovulum_steppense	19	Yes	Motile
Rhodovulum_strictum	19	Yes	Motile
Rhodovulum_viride	16	Maybe	Possibly Motile
Rhodovulum_visakhapatnamense	17	Maybe	Possibly Motile
Rice_orange	0	No	Non-Motile
Richelia_intracellularis	0	No	Non-Motile
Richelia_sinica	0	No	Non-Motile
Richelia_sp.	0	No	Non-Motile
Rickettsia_aeschlimannii	0	No	Non-Motile
Rickettsia_africae	0	No	Non-Motile
Rickettsia_akari	0	No	Non-Motile
Rickettsia_amblyommatis	0	No	Non-Motile
Rickettsia_argasii	0	No	Non-Motile
Rickettsia_asiatica	0	No	Non-Motile
Rickettsia_australis	0	No	Non-Motile
Rickettsia_bellii	0	No	Non-Motile
Rickettsia_canadensis	0	No	Non-Motile
Rickettsiaceae_bacterium	1	No	Non-Motile
Rickettsia_conorii	0	No	Non-Motile
Rickettsia_endosymbiont	0	No	Non-Motile
Rickettsia_felis	0	No	Non-Motile
Rickettsia_heilongjiangensis	0	No	Non-Motile
Rickettsia_helvetica	0	No	Non-Motile
Rickettsia_honei	0	No	Non-Motile
Rickettsia_hoogstraalii	0	No	Non-Motile
Rickettsia_japonica	0	No	Non-Motile
Rickettsiales_bacterium	0	No	Non-Motile
Rickettsiales_endosymbiont	16	Maybe	Possibly Motile
Rickettsia_massiliae	0	No	Non-Motile
Rickettsia_monacensis	0	No	Non-Motile
Rickettsia_montanensis	0	No	Non-Motile
Rickettsia_parkeri	0	No	Non-Motile
Rickettsia_peacockii	0	No	Non-Motile
Rickettsia_philipii	0	No	Non-Motile
Rickettsia_prowazekii	0	No	Non-Motile
Rickettsia_raoultii	0	No	Non-Motile
Rickettsia_rhipicephali	0	No	Non-Motile
Rickettsia_rickettsii	0	No	Non-Motile
Rickettsia_sibirica	0	No	Non-Motile
Rickettsia_slovaca	0	No	Non-Motile
Rickettsia_sp.	0	No	Non-Motile
Rickettsia_tamurae	0	No	Non-Motile
Rickettsia_typhi	0	No	Non-Motile
Rickettsiella_endosymbiont	0	No	Non-Motile
Rickettsiella_grylli	0	No	Non-Motile
Riemerella_anatipestifer	2	No	Non-Motile
Riemerella_columbina	2	No	Non-Motile
Riemerella_columbipharyngis	2	No	Non-Motile
Riemerella_sp.	2	No	Non-Motile
Rikenellaceae_bacterium	1	No	Non-Motile
Rikenella_microfusus	2	No	Non-Motile
Rikenella_sp.	2	No	Non-Motile
Risungbinella_massiliensis	0	No	Non-Motile
Rivibacter_sp.	22	Yes	Motile
Rivibacter_subsaxonicus	1	No	Non-Motile
Rivicola_pingtungensis	23	Yes	Motile
Rivularia_sp.	2	No	Non-Motile
Robbsia_sp.	22	Yes	Motile
Robertkochia_sp.	2	No	Non-Motile
Robiginitalea_biformata	2	No	Non-Motile
Robiginitalea_myxolifaciens	2	No	Non-Motile
Robiginitalea_sp.	1	No	Non-Motile
Robiginitomaculum_antarcticum	0	No	Non-Motile
Robiginitomaculum_sp.	0	No	Non-Motile
Robinsoniella_peoriensis	0	No	Non-Motile
Robinsoniella_sp.	0	No	Non-Motile
Rodentibacter_genomosp.	0	No	Non-Motile
Rodentibacter_heidelbergensis	0	No	Non-Motile
Rodentibacter_heylii	0	No	Non-Motile
Rodentibacter_mrazii	0	No	Non-Motile
Rodentibacter_myodis	0	No	Non-Motile
Rodentibacter_rarus	0	No	Non-Motile
Rodentibacter_ratti	0	No	Non-Motile
Rodentibacter_sp.	0	No	Non-Motile
Rodentibacter_trehalosifermentans	0	No	Non-Motile
Romboutsia_hominis	0	No	Non-Motile
Romboutsia_ilealis	0	No	Non-Motile
Romboutsia_lituseburensis	24	Yes	Motile
Romeria_aff.	0	No	Non-Motile
Roseateles_aquatilis	21	Yes	Motile
Roseateles_depolymerans	23	Yes	Motile
Roseateles_sp.	22	Yes	Motile
Roseateles_terrae	23	Yes	Motile
Roseburia_faecis	21	Yes	Motile
Roseburia_hominis	21	Yes	Motile
Roseburia_intestinalis	23	Yes	Motile
Roseburia_inulinivorans	21	Yes	Motile
Roseburia_sp.	24	Yes	Motile
Roseiarcus_fermentans	2	No	Non-Motile
Roseibaca_calidilacus	21	Yes	Motile
Roseibaca_ekhonensis	19	Yes	Motile
Roseibacillus_ishigakijimensis	1	No	Non-Motile
Roseibacillus_persicicus	1	No	Non-Motile
Roseibacillus_sp.	1	No	Non-Motile
Roseibacterium_elongatum	16	Maybe	Possibly Motile
Roseibacterium_sp.	4	No	Non-Motile
Roseibium_aquae	21	Yes	Motile
Roseibium_denhamense	20	Yes	Motile
Roseibium_hamelinense	21	Yes	Motile
Roseibium_sediminis	21	Yes	Motile
Roseibium_sp.	21	Yes	Motile
Roseicella_sp.	19	Yes	Motile
Roseicitreum_antarcticum	18	Maybe	Possibly Motile
Roseicyclus_mahoneyensis	22	Yes	Motile
Roseicyclus_sp.	16	Maybe	Possibly Motile
Roseiflexaceae_bacterium	0	No	Non-Motile
Roseiflexus_castenholzii	0	No	Non-Motile
Roseiflexus_sp.	13	Maybe	Possibly Motile
Roseimaritima_sp.	20	Yes	Motile
Roseimaritima_ulvae	20	Yes	Motile
Roseimicrobium_gellanilyticum	0	No	Non-Motile
Roseimicrobium_sp.	0	No	Non-Motile
Roseinatronobacter_monicus	18	Maybe	Possibly Motile
Roseinatronobacter_sp.	18	Maybe	Possibly Motile
Roseinatronobacter_thiooxidans	19	Yes	Motile
Roseisalinus_antarcticus	17	Maybe	Possibly Motile
Roseitalea_porphyridii	18	Maybe	Possibly Motile
Roseitalea_sp.	17	Maybe	Possibly Motile
Roseivirga_echinicomitans	1	No	Non-Motile
Roseivirga_ehrenbergii	1	No	Non-Motile
Roseivirga_sp.	1	No	Non-Motile
Roseivirga_spongicola	1	No	Non-Motile
Roseivirga_thermotolerans	1	No	Non-Motile
Roseivivax_halodurans	18	Maybe	Possibly Motile
Roseivivax_halotolerans	10	Maybe	Possibly Motile
Roseivivax_isoporae	18	Maybe	Possibly Motile
Roseivivax_jejudonensis	7	Maybe	Possibly Motile
Roseivivax_lentus	17	Maybe	Possibly Motile
Roseivivax_marinus	7	Maybe	Possibly Motile
Roseivivax_pacificus	10	Maybe	Possibly Motile
Roseivivax_roseus	18	Maybe	Possibly Motile
Roseivivax_sediminis	7	Maybe	Possibly Motile
Roseivivax_sp.	18	Maybe	Possibly Motile
Rosenbergiella_australiborealis	22	Yes	Motile
Rosenbergiella_collisarenosi	22	Yes	Motile
Rosenbergiella_epipactidis	22	Yes	Motile
Rosenbergiella_nectarea	22	Yes	Motile
Rosenbergiella_sp.	21	Yes	Motile
Roseobacter_denitrificans	0	No	Non-Motile
Roseobacter_litoralis	0	No	Non-Motile
Roseobacter_ponti	17	Maybe	Possibly Motile
Roseobacter_sp.	17	Maybe	Possibly Motile
Roseococcus_sp.	19	Yes	Motile
Roseococcus_suduntuyensis	20	Yes	Motile
Roseococcus_thiosulfatophilus	20	Yes	Motile
Roseofilum_reptotaenium	0	No	Non-Motile
Roseofilum_sp.	1	No	Non-Motile
Roseomonas_aeriglobus	21	Yes	Motile
Roseomonas_aerilata	18	Maybe	Possibly Motile
Roseomonas_aerophila	18	Maybe	Possibly Motile
Roseomonas_aestuarii	19	Yes	Motile
Roseomonas_alkaliterrae	16	Maybe	Possibly Motile
Roseomonas_arctica	18	Maybe	Possibly Motile
Roseomonas_cervicalis	20	Yes	Motile
Roseomonas_deserti	14	Maybe	Possibly Motile
Roseomonas_eburnea	18	Maybe	Possibly Motile
Roseomonas_frigidaquae	21	Yes	Motile
Roseomonas_genomospecies	21	Yes	Motile
Roseomonas_hellenica	19	Yes	Motile
Roseomonas_lacus	18	Maybe	Possibly Motile
Roseomonas_ludipueritiae	17	Maybe	Possibly Motile
Roseomonas_mucosa	20	Yes	Motile
Roseomonas_nepalensis	19	Yes	Motile
Roseomonas_oryzae	1	No	Non-Motile
Roseomonas_oryzicola	19	Yes	Motile
Roseomonas_pecuniae	20	Yes	Motile
Roseomonas_rhizosphaerae	18	Maybe	Possibly Motile
Roseomonas_rosea	20	Yes	Motile
Roseomonas_soli	18	Maybe	Possibly Motile
Roseomonas_sp.	18	Maybe	Possibly Motile
Roseomonas_stagni	19	Yes	Motile
Roseomonas_terrae	17	Maybe	Possibly Motile
Roseomonas_tokyonensis	20	Yes	Motile
Roseospira_goensis	19	Yes	Motile
Roseospira_marina	19	Yes	Motile
Roseospira_navarrensis	19	Yes	Motile
Roseospira_visakhapatnamensis	21	Yes	Motile
Roseospirillum_parvum	20	Yes	Motile
Roseovarius_aestuarii	19	Yes	Motile
Roseovarius_aestuariivivens	3	No	Non-Motile
Roseovarius_albus	2	No	Non-Motile
Roseovarius_atlanticus	3	No	Non-Motile
Roseovarius_azorensis	17	Maybe	Possibly Motile
Roseovarius_confluentis	3	No	Non-Motile
Roseovarius_gaetbuli	3	No	Non-Motile
Roseovarius_gahaiensis	6	No	Non-Motile
Roseovarius_halotolerans	3	No	Non-Motile
Roseovarius_indicus	20	Yes	Motile
Roseovarius_litoreus	5	No	Non-Motile
Roseovarius_lutimaris	18	Maybe	Possibly Motile
Roseovarius_marisflavi	3	No	Non-Motile
Roseovarius_mucosus	22	Yes	Motile
Roseovarius_nanhaiticus	18	Maybe	Possibly Motile
Roseovarius_nitratireducens	17	Maybe	Possibly Motile
Roseovarius_nubinhibens	3	No	Non-Motile
Roseovarius_pacificus	6	No	Non-Motile
Roseovarius_sp.	16	Maybe	Possibly Motile
Roseovarius_tolerans	4	No	Non-Motile
Rothia_aeria	0	No	Non-Motile
Rothia_aerolata	0	No	Non-Motile
Rothia_amarae	0	No	Non-Motile
Rothia_dentocariosa	0	No	Non-Motile
Rothia_mucilaginosa	0	No	Non-Motile
Rothia_sp.	0	No	Non-Motile
Rothia_terrae	0	No	Non-Motile
Rouxiella_badensis	6	No	Non-Motile
Rouxiella_chamberiensis	20	Yes	Motile
Rouxiella_silvae	1	No	Non-Motile
Rouxiella_sp.	22	Yes	Motile
Ruania_albidiflava	0	No	Non-Motile
Ruaniaceae_bacterium	0	No	Non-Motile
Ruania_sp.	0	No	Non-Motile
Rubellimicrobium_aerolatum	17	Maybe	Possibly Motile
Rubellimicrobium_mesophilum	3	No	Non-Motile
Rubellimicrobium_roseum	10	Maybe	Possibly Motile
Rubellimicrobium_sp.	15	Maybe	Possibly Motile
Rubellimicrobium_thermophilum	16	Maybe	Possibly Motile
Rubeoparvulum_massiliense	24	Yes	Motile
Rubidibacter_lacunae	0	No	Non-Motile
Rubinisphaera_sp.	20	Yes	Motile
Rubneribacter_badeniensis	0	No	Non-Motile
Rubricella_aquisinus	19	Yes	Motile
Rubricoccus_marinus	1	No	Non-Motile
Rubrimonas_cliftonensis	17	Maybe	Possibly Motile
Rubripirellula_obstinata	20	Yes	Motile
Rubripirellula_sp.	8	Maybe	Possibly Motile
Rubritalea_marina	0	No	Non-Motile
Rubritalea_profundi	0	No	Non-Motile
Rubritalea_squalenifaciens	0	No	Non-Motile
Rubritepida_flocculans	21	Yes	Motile
Rubritepida_sp.	15	Maybe	Possibly Motile
Rubrivirga_marina	20	Yes	Motile
Rubrivirga_sp.	1	No	Non-Motile
Rubrivivax_benzoatilyticus	21	Yes	Motile
Rubrivivax_gelatinosus	20	Yes	Motile
Rubrivivax_sp.	22	Yes	Motile
Rubrobacteraceae_bacterium	0	No	Non-Motile
Rubrobacter_aplysinae	0	No	Non-Motile
Rubrobacteridae_bacterium	16	Maybe	Possibly Motile
Rubrobacter_indioceani	0	No	Non-Motile
Rubrobacter_radiotolerans	0	No	Non-Motile
Rubrobacter_sp.	0	No	Non-Motile
Rubrobacter_taiwanensis	0	No	Non-Motile
Rubrobacter_xylanophilus	0	No	Non-Motile
Rudaea_cellulosilytica	1	No	Non-Motile
Rudaea_sp.	7	Maybe	Possibly Motile
Rudaeicoccus_suwonensis	0	No	Non-Motile
Rudanella_lutea	2	No	Non-Motile
Rudanella_sp.	2	No	Non-Motile
Ruegeria_arenilitoris	18	Maybe	Possibly Motile
Ruegeria_atlantica	2	No	Non-Motile
Ruegeria_conchae	19	Yes	Motile
Ruegeria_faecimaris	18	Maybe	Possibly Motile
Ruegeria_halocynthiae	19	Yes	Motile
Ruegeria_intermedia	18	Maybe	Possibly Motile
Ruegeria_lacuscaerulensis	18	Maybe	Possibly Motile
Ruegeria_litorea	17	Maybe	Possibly Motile
Ruegeria_marina	3	No	Non-Motile
Ruegeria_meonggei	9	Maybe	Possibly Motile
Ruegeria_mobilis	0	No	Non-Motile
Ruegeria_pomeroyi	17	Maybe	Possibly Motile
Ruegeria_profundi	18	Maybe	Possibly Motile
Ruegeria_scottomollicae	19	Yes	Motile
Ruegeria_sp.	19	Yes	Motile
Rufibacter_glacialis	3	No	Non-Motile
Rufibacter_immobilis	2	No	Non-Motile
Rufibacter_quisquiliarum	2	No	Non-Motile
Rufibacter_roseus	2	No	Non-Motile
Rufibacter_sp.	3	No	Non-Motile
Rufibacter_tibetensis	0	No	Non-Motile
Ruficoccus_amylovorans	19	Yes	Motile
Ruficoccus_sp.	0	No	Non-Motile
Rugamonas_rubra	22	Yes	Motile
Rugamonas_sp.	22	Yes	Motile
Rugosibacter_aromaticivorans	0	No	Non-Motile
Rugosibacter_sp.	0	No	Non-Motile
Rugosimonospora_africana	0	No	Non-Motile
Ruminiclostridium_sp.	22	Yes	Motile
Ruminobacter_amylophilus	0	No	Non-Motile
Ruminobacter_sp.	0	No	Non-Motile
Ruminococcaceae_bacterium	0	No	Non-Motile
Ruminococcus_bromii	0	No	Non-Motile
Ruminococcus_callidus	0	No	Non-Motile
Ruminococcus_champanellensis	0	No	Non-Motile
Ruminococcus_faecis	0	No	Non-Motile
Ruminococcus_flavefaciens	0	No	Non-Motile
Ruminococcus_gauvreauii	0	No	Non-Motile
[Ruminococcus]_gnavus	0	No	Non-Motile
Ruminococcus_gnavus	0	No	Non-Motile
Ruminococcus_lactaris	0	No	Non-Motile
Ruminococcus_obeum	0	No	Non-Motile
Ruminococcus_sp.	0	No	Non-Motile
[Ruminococcus]_torques	0	No	Non-Motile
Ruminococcus_torques	0	No	Non-Motile
Rummeliibacillus_pycnus	25	Yes	Motile
Rummeliibacillus_sp.	25	Yes	Motile
Rummeliibacillus_stabekisii	25	Yes	Motile
Rummeliibacillus_suwonensis	25	Yes	Motile
Runella_defluvii	2	No	Non-Motile
Runella_limosa	2	No	Non-Motile
Runella_slithyformis	2	No	Non-Motile
Runella_sp.	2	No	Non-Motile
Runella_zeae	2	No	Non-Motile
Ruthenibacterium_lactatiformans	0	No	Non-Motile
Ruthenibacterium_sp.	0	No	Non-Motile
Saccharibacillus_deserti	25	Yes	Motile
Saccharibacillus_endophyticus	24	Yes	Motile
Saccharibacillus_kuerlensis	24	Yes	Motile
Saccharibacillus_qingshengii	25	Yes	Motile
Saccharibacillus_sacchari	24	Yes	Motile
Saccharibacillus_sp.	24	Yes	Motile
Saccharibacter_floricola	20	Yes	Motile
Saccharibacter_sp.	1	No	Non-Motile
Saccharicrinis_carchari	1	No	Non-Motile
Saccharicrinis_sp.	1	No	Non-Motile
Saccharococcus_thermophilus	25	Yes	Motile
Saccharofermentans_sp.	0	No	Non-Motile
Saccharolobus_caldissimus	0	No	Non-Motile
Saccharolobus_shibatae	0	No	Non-Motile
Saccharolobus_solfataricus	0	No	Non-Motile
Saccharomonospora_amisosensis	0	No	Non-Motile
Saccharomonospora_azurea	0	No	Non-Motile
Saccharomonospora_cyanea	0	No	Non-Motile
Saccharomonospora_glauca	0	No	Non-Motile
Saccharomonospora_halophila	0	No	Non-Motile
Saccharomonospora_marina	0	No	Non-Motile
Saccharomonospora_paurometabolica	0	No	Non-Motile
Saccharomonospora_piscinae	0	No	Non-Motile
Saccharomonospora_saliphila	0	No	Non-Motile
Saccharomonospora_sp.	0	No	Non-Motile
Saccharomonospora_viridis	0	No	Non-Motile
Saccharomonospora_xinjiangensis	0	No	Non-Motile
Saccharophagus_degradans	22	Yes	Motile
Saccharophagus_sp.	22	Yes	Motile
Saccharopolyspora_antimicrobica	0	No	Non-Motile
Saccharopolyspora_dendranthemae	0	No	Non-Motile
Saccharopolyspora_endophytica	0	No	Non-Motile
Saccharopolyspora_erythraea	0	No	Non-Motile
Saccharopolyspora_flava	0	No	Non-Motile
Saccharopolyspora_gloriosae	0	No	Non-Motile
Saccharopolyspora_hirsuta	0	No	Non-Motile
Saccharopolyspora_hordei	0	No	Non-Motile
Saccharopolyspora_jiangxiensis	0	No	Non-Motile
Saccharopolyspora_lacisalsi	0	No	Non-Motile
Saccharopolyspora_pogona	0	No	Non-Motile
Saccharopolyspora_rectivirgula	0	No	Non-Motile
Saccharopolyspora_shandongensis	0	No	Non-Motile
Saccharopolyspora_sp.	0	No	Non-Motile
Saccharopolyspora_spinosa	0	No	Non-Motile
Saccharopolyspora_subtropica	0	No	Non-Motile
Saccharospirillum_impatiens	22	Yes	Motile
Saccharospirillum_mangrovi	22	Yes	Motile
Saccharospirillum_salsuginis	22	Yes	Motile
Saccharospirillum_sp.	22	Yes	Motile
Saccharothrix_algeriensis	0	No	Non-Motile
Saccharothrix_australiensis	0	No	Non-Motile
Saccharothrix_carnea	0	No	Non-Motile
Saccharothrix_coeruleofusca	0	No	Non-Motile
Saccharothrix_ecbatanensis	0	No	Non-Motile
Saccharothrix_espanaensis	0	No	Non-Motile
Saccharothrix_saharensis	0	No	Non-Motile
Saccharothrix_sp.	0	No	Non-Motile
Saccharothrix_syringae	0	No	Non-Motile
Saccharothrix_tamanrassetensis	0	No	Non-Motile
Saccharothrix_texasensis	0	No	Non-Motile
Saccharothrix_variisporea	0	No	Non-Motile
Saccharothrix_violaceirubra	23	Yes	Motile
Saccharum_officinarum	0	No	Non-Motile
Sagittula_marina	20	Yes	Motile
Sagittula_sp.	21	Yes	Motile
Sagittula_stellata	17	Maybe	Possibly Motile
Salana_multivorans	0	No	Non-Motile
Salarchaeum_japonicum	0	No	Non-Motile
Salarchaeum_sp.	0	No	Non-Motile
Salegentibacter_agarivorans	2	No	Non-Motile
Salegentibacter_echinorum	2	No	Non-Motile
Salegentibacter_flavus	2	No	Non-Motile
Salegentibacter_holothuriorum	2	No	Non-Motile
Salegentibacter_mishustinae	1	No	Non-Motile
Salegentibacter_salarius	2	No	Non-Motile
Salegentibacter_salegens	2	No	Non-Motile
Salegentibacter_salinarum	2	No	Non-Motile
Salegentibacter_sp.	2	No	Non-Motile
Salibacteraceae_bacterium	2	No	Non-Motile
Salibacter_halophilus	1	No	Non-Motile
Salibacterium_halotolerans	25	Yes	Motile
Salibacterium_qingdaonense	25	Yes	Motile
Salicibibacter_sp.	25	Yes	Motile
Salilacibacter_sp.	25	Yes	Motile
Salimicrobium_album	25	Yes	Motile
Salimicrobium_flavidum	25	Yes	Motile
Salimicrobium_halophilum	25	Yes	Motile
Salimicrobium_jeotgali	25	Yes	Motile
Salimicrobium_salexigens	25	Yes	Motile
Salimicrobium_sp.	25	Yes	Motile
Salinarchaeum_sp.	0	No	Non-Motile
Salinarimonadaceae_bacterium	20	Yes	Motile
Salinarimonas_ramus	20	Yes	Motile
Salinarimonas_rosea	20	Yes	Motile
Salinarimonas_sp.	21	Yes	Motile
Salinibacillus_aidingensis	25	Yes	Motile
Salinibacillus_kushneri	25	Yes	Motile
Salinibacillus_xinjiangensis	25	Yes	Motile
Salinibacteraceae_bacterium	21	Yes	Motile
Salinibacter_altiplanensis	21	Yes	Motile
Salinibacterium_amurskyense	0	No	Non-Motile
Salinibacterium_sp.	0	No	Non-Motile
Salinibacterium_xinjiangense	0	No	Non-Motile
Salinibacter_ruber	21	Yes	Motile
Salinibacter_sp.	1	No	Non-Motile
Salinicoccus_albus	0	No	Non-Motile
Salinicoccus_alkaliphilus	0	No	Non-Motile
Salinicoccus_carnicancri	0	No	Non-Motile
Salinicoccus_halitifaciens	0	No	Non-Motile
Salinicoccus_halodurans	0	No	Non-Motile
Salinicoccus_hispanicus	0	No	Non-Motile
Salinicoccus_kekensis	0	No	Non-Motile
Salinicoccus_luteus	0	No	Non-Motile
Salinicoccus_qingdaonensis	0	No	Non-Motile
Salinicoccus_roseus	0	No	Non-Motile
Salinicoccus_sp.	0	No	Non-Motile
Salinicola_acroporae	23	Yes	Motile
Salinicola_halophilus	22	Yes	Motile
Salinicola_peritrichatus	22	Yes	Motile
Salinicola_rhizosphaerae	22	Yes	Motile
Salinicola_salarius	22	Yes	Motile
Salinicola_socius	21	Yes	Motile
Salinicola_sp.	21	Yes	Motile
Salinicola_tamaricis	22	Yes	Motile
Salinigranum_rubrum	0	No	Non-Motile
Salinigranum_salinum	0	No	Non-Motile
Salinigranum_sp.	0	No	Non-Motile
Salinihabitans_flavidus	18	Maybe	Possibly Motile
Salinimicrobium_catena	2	No	Non-Motile
Salinimicrobium_marinum	2	No	Non-Motile
Salinimicrobium_sediminis	2	No	Non-Motile
Salinimicrobium_sp.	2	No	Non-Motile
Salinimicrobium_terrae	2	No	Non-Motile
Salinimicrobium_xinjiangense	2	No	Non-Motile
Salinimonas_chungwhensis	22	Yes	Motile
Salinimonas_lutimaris	21	Yes	Motile
Salinimonas_sp.	21	Yes	Motile
Salinirubrum_litoreum	0	No	Non-Motile
Salinirussus_salinus	0	No	Non-Motile
Salinisphaeraceae_bacterium	22	Yes	Motile
Salinisphaera_halophila	1	No	Non-Motile
Salinisphaera_hydrothermalis	21	Yes	Motile
Salinisphaera_japonica	1	No	Non-Motile
Salinisphaera_orenii	1	No	Non-Motile
Salinisphaera_shabanensis	20	Yes	Motile
Salinisphaera_sp.	22	Yes	Motile
Salinispora_arenicola	0	No	Non-Motile
Salinispora_pacifica	0	No	Non-Motile
Salinispora_sp.	0	No	Non-Motile
Salinispora_tropica	0	No	Non-Motile
Salinivenus_iranica	1	No	Non-Motile
Salinivenus_lutea	1	No	Non-Motile
Salinivenus_sp.	2	No	Non-Motile
Salinivibrio_costicola	22	Yes	Motile
Salinivibrio_kushneri	22	Yes	Motile
Salinivibrio_proteolyticus	22	Yes	Motile
Salinivibrio_sharmensis	22	Yes	Motile
Salinivibrio_siamensis	22	Yes	Motile
Salinivibrio_sp.	22	Yes	Motile
Salinivirgaceae_bacterium	2	No	Non-Motile
Salinivirga_cyanobacteriivorans	2	No	Non-Motile
Salipaludibacillus_aurantiacus	24	Yes	Motile
Salipaludibacillus_neizhouensis	25	Yes	Motile
Salipaludibacillus_sp.	24	Yes	Motile
Saliphagus_infecundisoli	0	No	Non-Motile
Saliphagus_sp.	0	No	Non-Motile
Salipiger_aestuarii	18	Maybe	Possibly Motile
Salipiger_bermudensis	19	Yes	Motile
Salipiger_manganoxidans	15	Maybe	Possibly Motile
Salipiger_mucosus	20	Yes	Motile
Salipiger_nanhaiensis	20	Yes	Motile
Salipiger_pacificus	19	Yes	Motile
Salipiger_sp.	20	Yes	Motile
Salipiger_thiooxidans	19	Yes	Motile
Salirhabdus_euzebyi	25	Yes	Motile
Salirhabdus_sp.	25	Yes	Motile
Salisaeta_longa	1	No	Non-Motile
Salisediminibacterium_haloalkalitolerans	25	Yes	Motile
Salisediminibacterium_halotolerans	25	Yes	Motile
Saliterribacillus_persicus	25	Yes	Motile
Salmonella_bongori	21	Yes	Motile
Salmonella_enterica	21	Yes	Motile
Salmonella_sp.	0	No	Non-Motile
Salsuginibacillus_halophilus	24	Yes	Motile
Salsuginibacillus_kocurii	24	Yes	Motile
Samsonia_erythrinae	22	Yes	Motile
Sandaracinaceae_bacterium	5	No	Non-Motile
Sandaracinobacter_sp.	19	Yes	Motile
Sandaracinus_amylolyticus	3	No	Non-Motile
Sandaracinus_sp.	6	No	Non-Motile
Sandarakinorhabdus_limnophila	1	No	Non-Motile
Sandarakinorhabdus_sp.	18	Maybe	Possibly Motile
Sanguibacter_antarcticus	23	Yes	Motile
Sanguibacter_hominis	23	Yes	Motile
Sanguibacter_inulinus	22	Yes	Motile
Sanguibacter_keddieii	23	Yes	Motile
Sanguibacter_massileinsis	22	Yes	Motile
Sanguibacter_soli	23	Yes	Motile
Sanguibacter_sp.	22	Yes	Motile
Sanguibacter_suarezii	23	Yes	Motile
Sansalvadorimonas_verongulae	22	Yes	Motile
Santalum_album	0	No	Non-Motile
Saonia_flava	2	No	Non-Motile
Saprospiraceae_bacterium	2	No	Non-Motile
Saprospira_grandis	1	No	Non-Motile
Saprospirales_bacterium	2	No	Non-Motile
SAR116_cluster	21	Yes	Motile
SAR11_cluster	0	No	Non-Motile
SAR202_cluster	0	No	Non-Motile
SAR324_cluster	14	Maybe	Possibly Motile
SAR406_cluster	20	Yes	Motile
SAR86_cluster	0	No	Non-Motile
SAR92_bacterium	15	Maybe	Possibly Motile
SAR92_clade	21	Yes	Motile
Sarcina_sp.	0	No	Non-Motile
Savagea_sp.	25	Yes	Motile
Saxeibacter_lacteus	0	No	Non-Motile
Scardovia_inopinata	0	No	Non-Motile
Scardovia_wiggsiae	0	No	Non-Motile
Schaalia_cardiffensis	0	No	Non-Motile
Schaalia_hyovaginalis	0	No	Non-Motile
Schaalia_sp.	1	No	Non-Motile
Schaedlerella_sp.	14	Maybe	Possibly Motile
Schlegelella_sp.	21	Yes	Motile
Schlegelella_thermodepolymerans	22	Yes	Motile
Schleiferiaceae_bacterium	2	No	Non-Motile
Schleiferia_sp.	1	No	Non-Motile
Schleiferia_thermophila	1	No	Non-Motile
Schlesneria_paludicola	20	Yes	Motile
Schumannella_luteola	0	No	Non-Motile
Schumannella_sp.	0	No	Non-Motile
Schwartzia_sp.	24	Yes	Motile
Schwartzia_succinivorans	24	Yes	Motile
Sciscionella_marina	0	No	Non-Motile
Sciscionella_sp.	0	No	Non-Motile
Scopulibacillus_daqui	25	Yes	Motile
Scopulibacillus_darangshiensis	25	Yes	Motile
Scytolyngbya_sp.	0	No	Non-Motile
[Scytonema_hofmanni]	0	No	Non-Motile
Scytonema_hofmanni	0	No	Non-Motile
Scytonema_hofmannii	0	No	Non-Motile
Scytonema_hyalinum	0	No	Non-Motile
Scytonema_millei	19	Yes	Motile
Scytonema_sp.	0	No	Non-Motile
Scytonema_tolypothrichoides	2	No	Non-Motile
Scytonematopsis_contorta	1	No	Non-Motile
Sebaldella_sp.	1	No	Non-Motile
Sebaldella_termitidis	1	No	Non-Motile
secondary_endosymbiont	0	No	Non-Motile
Secundilactobacillus_kimchicus	0	No	Non-Motile
Secundilactobacillus_sp.	0	No	Non-Motile
Sedimentibacter_acidaminivorans	21	Yes	Motile
Sedimentibacter_hydroxybenzoicus	22	Yes	Motile
Sedimentibacter_saalensis	24	Yes	Motile
Sedimentibacter_sp.	24	Yes	Motile
